Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,URL_Type_obf_Type
0,4,11,5.5,14,5.090909,4,15,12,0,0,0,0,0,0,0,0,0,0,99,25,67,67,2,2,2,0.67676765,0.02020202,0.08,0.25252524,2.68,0.029850746,0,-1,3,-1,0.6,-1,0,0,0,0,0,-1,82,22,43,5,8,-1,22,14,8,8,-1,0,0,7,0,4,-1,0,0,0,0,NaN,-1,10,3,5,0,0,-1,0.651534179,0.756541449,0.708515665,0.666666667,0,-1,1
0,3,12,7.3333335,17,4.6666665,3,16,8,2,0,2,0,0,0,0,0,0,0,99,24,68,68,2,2,2,0.68686867,0.02020202,0.083333336,0.24242425,2.8333333,0.029411765,0,-1,2,-1,0.45833334,-1,9,0,9,0,0,-1,72,21,20,10,17,-1,18,10,12,10,-1,0,0,8,1,3,-1,0.090909091,0,0.183673469,0,NaN,-1,11,2,7,0,0,-1,0.713012105,0.822701431,0.799501663,0.793364589,0,-1,1
0,4,9,5.75,15,6.3333335,4,22,11,1,0,1,0,0,0,0,0,0,0,99,26,66,66,2,2,2,0.6666667,0.02020202,0.07692308,0.26262626,2.5384614,0.030303031,0,-1,7,-1,0.61538464,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,15,11,11,-1,0,0,5,0,4,-1,0.03030303,0,0.051724138,0,NaN,-1,12,3,7,0,0,-1,0.663040672,0.817818497,0.718674965,0.898226518,0,-1,1
0,4,10,7,21,5.2,4,16,13,0,0,0,0,0,0,0,0,0,0,99,31,61,61,5,4,2,0.61616164,0.02020202,0.06451613,0.3131313,1.967742,0.032786883,0,-1,4,-1,0.7096774,-1,0,0,0,0,0,-1,84,28,43,5,4,-1,10,21,10,10,-1,0,0,8,0,2,-1,0,0,0,0,0,-1,12,3,6,1,0,-1,0.665719696,0.801215601,0.700404687,1,1,-1,1
0,3,3,18,40,10.666667,3,6,5,13,10,3,0,0,7,6,1,0,0,98,56,35,35,2,2,2,0.35714287,0.020408163,0.035714287,0.5714286,0.625,0.057142857,0,-1,2,-1,0.30357143,-1,27,22,-1,0,5,-1,63,32,-1,4,23,-1,28,11,4,-1,-1,0,0,3,0,0,-1,0.275510204,0.392857143,0,0.178571429,NaN,-1,5,2,1,0,0,-1,0.768341004,0.740536719,0.871049064,0.949817314,0,-1,1
0,3,7,11.333333,21,6.857143,3,18,13,0,0,0,0,0,0,0,0,0,0,98,36,55,55,2,2,2,0.56122446,0.020408163,0.055555556,0.36734694,1.5277778,0.036363635,0,-1,5,-1,0.6111111,-1,2,0,0,0,2,-1,83,33,40,2,4,-1,34,21,34,34,-1,0,0,3,1,4,-1,0.020408163,0,-1,-1,-1,-1,8,2,-1,-1,-1,-1,0.643870102,0.779067204,-1,-1,-1,-1,1
0,2,19,9,15,2.8421052,2,17,14,0,0,0,0,0,0,0,0,0,0,98,19,72,72,10,3,2,0.7346939,0.020408163,0.10526316,0.19387755,3.7894738,0.027777778,0,-1,10,-1,0.84210527,-1,0,0,0,0,0,-1,76,18,41,10,3,-1,10,15,10,7,-1,0,0,10,0,9,-1,0,0,0,0,0,-1,12,1,8,1,0,-1,0.621438296,0.792407902,0.66694858,0.87327371,0.579380164,-1,1
0,3,13,4,7,5,3,26,16,0,0,0,0,0,0,0,0,0,0,98,14,77,77,5,4,2,0.78571427,0.020408163,0.14285715,0.14285715,5.5,0.025974026,0,-1,8,-1,0.5714286,-1,0,0,0,0,0,-1,81,12,56,5,4,-1,11,7,11,11,-1,0,0,7,0,6,-1,0,0,0,0,0,-1,15,2,10,1,0,-1,0.646507245,0.74654742,0.674940846,1,1,-1,1
22,3,8,13.666667,29,2.6666667,3,13,7,0,0,0,0,0,0,0,0,0,0,98,43,48,48,2,2,37,0.48979592,0.37755102,0.8604651,0.4387755,1.1162791,0.7708333,0,-1,4,-1,0.6976744,21,1,0,0,0,1,1,83,41,5,21,12,19,24,29,11,11,21,0,2,2,0,3,3,0.010204082,0,0,0.021276596,0.024390244,0.027027027,11,2,-1,7,6,5,0.67717027,0.70797092,NaN,0.767762689,0.787720711,0.797045597,1
0,2,18,8,13,1.5,2,19,13,2,0,2,0,2,0,0,0,0,0,98,17,74,74,2,2,68,0.75510204,0.6938776,4,0.1734694,4.352941,0.9189189,0,-1,5,-1,0.8235294,0,2,0,1,0,1,0,73,16,36,2,15,0,20,13,7,7,0,0,0,9,0,5,0,0.020408163,0,0.018518519,0.05,NaN,0,18,1,12,3,0,4,0.677986825,0.845224173,0.686174039,0.875577667,0,0.778747365,1
6,2,20,4,5,1.5,2,18,12,2,0,2,0,2,0,0,0,0,0,98,9,82,82,2,2,76,0.8367347,0.7755102,8.444445,0.091836736,9.111111,0.9268293,0,-1,5,-1,0.6666667,6,2,0,2,0,0,1,70,8,51,2,5,4,17,5,6,6,0,0,1,11,0,5,2,0.020408163,0,0.025974026,0,NaN,0.025,19,1,16,0,0,7,0.659968198,1,0.690784869,1,0,0.803293552,1
0,4,5,8.75,19,9.6,4,11,12,6,0,6,0,0,3,0,3,0,0,98,38,53,53,2,2,2,0.5408163,0.020408163,0.05263158,0.3877551,1.3947369,0.03773585,0,-1,3,-1,0.34210527,-1,15,0,-1,0,15,-1,70,33,-1,16,17,-1,32,12,7,7,-1,0,0,3,2,2,-1,0.153061224,0,0,0.46875,NaN,-1,6,3,1,0,0,-1,0.71201853,0.762392027,0.829302025,0.756127812,0,-1,1
0,3,5,12.333333,20,9.4,3,9,12,8,0,8,0,0,6,0,6,0,0,98,39,52,52,2,2,2,0.53061223,0.020408163,0.051282052,0.39795917,1.3333334,0.03846154,0,-1,2,-1,0.3846154,-1,20,0,-1,0,20,-1,66,35,-1,15,12,-1,32,14,7,6,-1,0,0,3,2,2,-1,0.204081633,0,0,0.625,NaN,-1,5,2,1,0,0,-1,0.708864477,0.753898574,0.826540801,0.703063906,0,-1,1
0,4,9,5.5,14,6.3333335,4,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,7,-1,0.6,-1,3,0,3,0,0,-1,79,22,40,6,7,-1,11,14,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,12,3,7,0,0,-1,0.659167605,0.825449698,0.718674965,0.898226518,0,-1,1
6,3,18,4,6,3,3,21,15,2,0,2,0,2,0,0,0,0,0,98,14,77,77,2,2,68,0.78571427,0.6938776,4.857143,0.14285715,5.5,0.8831169,0,-1,6,-1,0.5,6,2,0,2,0,0,1,72,12,49,2,5,4,18,6,6,6,0,0,1,9,0,5,2,0.020408163,0,0.027777778,0,NaN,0.026315789,19,2,15,0,0,7,0.694477523,0.87327371,0.703425609,1,0,0.816823303,1
0,3,9,7.6666665,17,6.3333335,3,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,6,-1,0.72,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,17,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,11,2,7,0,0,-1,0.64864686,0.739314386,0.718674965,0.898226518,0,-1,1
0,3,9,7.6666665,17,6.3333335,3,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,6,-1,0.72,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,17,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,11,2,7,0,0,-1,0.651562926,0.780270758,0.718674965,0.898226518,0,-1,1
0,3,9,7.6666665,17,6.3333335,3,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,6,-1,0.72,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,17,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,11,2,7,0,0,-1,0.657210981,0.808222636,0.718674965,0.898226518,0,-1,1
29,3,19,3.6666667,6,2.75,3,20,13,2,0,2,0,2,0,0,0,0,0,98,13,78,78,2,2,63,0.79591835,0.64285713,4.8461537,0.13265306,6,0.8076923,0,-1,7,-1,0.53846157,29,2,0,2,0,0,1,73,11,51,2,5,22,16,6,6,6,0,0,1,9,0,6,1,0.020408163,0,0.02739726,0,NaN,0.03030303,19,2,15,0,0,5,0.675941204,0.776432235,0.697813071,1,0,0.825671769,1
0,3,9,7.6666665,17,6.3333335,3,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,6,-1,0.72,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,17,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,11,2,7,0,0,-1,0.64972187,0.745816633,0.718674965,0.898226518,0,-1,1
0,3,18,4,6,3,3,21,15,2,0,2,0,2,0,0,0,0,0,98,14,77,77,2,2,68,0.78571427,0.6938776,4.857143,0.14285715,5.5,0.8831169,0,-1,6,-1,0.5,0,2,0,1,0,1,0,72,12,39,2,15,0,20,6,7,7,0,0,0,9,0,5,0,0.020408163,0,0.01754386,0.05,NaN,0,19,2,12,3,0,4,0.694104861,0.87327371,0.677015821,0.875577667,0,0.778747365,1
6,3,18,4,6,3,3,21,15,2,0,2,0,2,0,0,0,0,0,98,14,77,77,2,2,68,0.78571427,0.6938776,4.857143,0.14285715,5.5,0.8831169,0,-1,6,-1,0.5,6,2,0,2,0,0,1,72,12,49,2,5,4,18,6,6,6,0,0,1,9,0,5,2,0.020408163,0,0.027777778,0,NaN,0.026315789,19,2,15,0,0,7,0.692184107,0.812393189,0.703425609,1,0,0.816823303,1
0,3,18,4,6,3,3,21,15,2,0,2,0,2,0,0,0,0,0,98,14,77,77,2,2,68,0.78571427,0.6938776,4.857143,0.14285715,5.5,0.8831169,0,-1,6,-1,0.5,0,2,0,1,0,1,0,72,12,39,2,15,0,20,6,7,7,0,0,0,9,0,5,0,0.020408163,0,0.01754386,0.05,NaN,0,19,2,12,3,0,4,0.692184107,0.812393189,0.677015821,0.875577667,0,0.778747365,1
0,3,9,5.6666665,12,7.111111,3,17,17,7,0,7,0,0,3,0,3,0,0,98,19,72,72,2,2,2,0.7346939,0.020408163,0.10526316,0.19387755,3.7894738,0.027777778,0,-1,4,-1,0.68421054,-1,20,0,20,0,0,-1,65,17,34,3,7,-1,32,12,8,8,-1,0,0,6,0,3,-1,0.204081633,0,0.37037037,0,0,-1,10,2,4,2,1,-1,0.714533,0.83261466,0.748558442,0.803421891,0.842328277,-1,1
0,3,8,6,13,7.875,3,14,12,6,0,6,0,0,4,0,4,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,21,0,0,0,21,-1,63,17,24,7,11,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.214285714,0,0,0.65625,NaN,-1,9,2,5,0,0,-1,0.730590464,0.875577667,0.772921825,0.728063906,0,-1,1
0,3,8,6,13,7.875,3,14,17,5,0,5,0,0,4,0,4,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,23,0,0,0,23,-1,61,17,24,7,9,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.234693878,0,0,0.71875,NaN,-1,9,2,5,0,0,-1,0.719478706,0.875577667,0.772921825,0.6829434,0,-1,1
0,3,8,6,13,7.875,3,15,16,8,0,8,0,0,4,0,4,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,18,0,0,0,18,-1,66,17,24,7,14,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.183673469,0,0,0.5625,NaN,-1,9,2,5,0,0,-1,0.729580005,0.875577667,0.772921825,0.760845859,0,-1,1
0,3,8,6,13,7.875,3,15,16,7,0,7,0,0,3,0,3,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,15,0,0,0,15,-1,69,17,24,7,17,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.153061224,0,0,0.46875,NaN,-1,9,2,5,0,0,-1,0.719005624,0.875577667,0.772921825,0.725785606,0,-1,1
0,3,8,6,13,7.875,3,11,11,8,0,8,0,0,6,0,6,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,22,0,0,0,22,-1,62,17,24,7,10,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.224489796,0,0,0.6875,NaN,-1,9,2,5,0,0,-1,0.734880098,0.875577667,0.772921825,0.733567559,0,-1,1
0,3,8,6,13,7.875,3,17,15,7,0,7,0,0,3,0,3,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,15,0,0,0,15,-1,69,17,24,7,17,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.153061224,0,0,0.46875,NaN,-1,9,2,5,0,0,-1,0.710724914,0.875577667,0.772921825,0.691349513,0,-1,1
0,3,8,6,13,7.875,3,12,11,8,0,8,0,0,5,0,5,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,20,0,0,0,20,-1,64,17,24,7,12,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.204081633,0,0,0.625,NaN,-1,9,2,5,0,0,-1,0.727444878,0.875577667,0.772921825,0.711631466,0,-1,1
0,3,8,6,13,7.875,3,11,11,5,0,5,0,0,3,0,3,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,24,0,0,0,24,-1,60,17,24,7,8,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.244897959,0,0,0.75,NaN,-1,9,2,5,0,0,-1,0.728569545,0.875577667,0.772921825,0.696691719,0,-1,1
0,3,8,6,13,7.875,3,14,12,6,0,6,0,0,5,0,5,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,22,0,0,0,22,-1,62,17,24,7,10,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.224489796,0,0,0.6875,NaN,-1,9,2,5,0,0,-1,0.709531209,0.875577667,0.772921825,0.650524081,0,-1,1
0,3,8,6,13,7.875,3,16,15,7,0,7,0,0,5,0,5,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,21,0,0,0,21,-1,63,17,24,7,11,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.214285714,0,0,0.65625,NaN,-1,9,2,5,0,0,-1,0.721270106,0.875577667,0.772921825,0.714939747,0,-1,1
0,3,8,6,13,7.875,3,13,11,5,0,5,0,0,2,0,2,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,23,0,0,0,23,-1,61,17,24,7,9,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.234693878,0,0,0.71875,NaN,-1,9,2,5,0,0,-1,0.729963581,0.875577667,0.772921825,0.700785606,0,-1,1
0,3,8,6,13,7.875,3,14,13,8,0,8,0,0,5,0,5,0,0,98,20,71,71,2,2,2,0.7244898,0.020408163,0.1,0.20408164,3.55,0.028169014,0,-1,2,-1,0.35,-1,18,0,0,0,18,-1,66,17,24,7,14,-1,32,6,13,13,-1,0,0,7,1,1,-1,0.183673469,0,0,0.5625,NaN,-1,9,2,5,0,0,-1,0.728107377,0.875577667,0.772921825,0.737661447,0,-1,1
0,3,9,7.6666665,17,6.3333335,3,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,6,-1,0.72,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,17,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,11,2,7,0,0,-1,0.654587879,0.767266264,0.718674965,0.898226518,0,-1,1
0,3,10,4,7,6.8,3,25,15,0,0,0,0,0,0,0,0,0,0,98,14,77,77,13,3,2,0.78571427,0.020408163,0.14285715,0.14285715,5.5,0.025974026,0,-1,3,-1,0.5714286,-1,0,0,0,0,0,-1,84,12,53,12,3,-1,36,7,13,13,-1,0,0,5,0,5,-1,0,0,0,0,0,-1,8,2,3,1,0,-1,0.637789069,0.798230986,0.690337344,0.87400659,1,-1,1
0,3,9,7.6666665,17,6.3333335,3,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,6,-1,0.72,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,17,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,11,2,7,0,0,-1,0.651094332,0.804000067,0.718674965,0.898226518,0,-1,1
0,3,9,7.6666665,16,6.3333335,3,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,6,-1,0.68,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,16,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,11,2,7,0,0,-1,0.660675593,0.825449698,0.718674965,0.898226518,0,-1,1
0,3,9,10.333333,25,5.5555553,3,13,7,1,0,1,1,0,0,0,0,0,0,98,33,58,58,13,3,2,0.59183675,0.020408163,0.060606062,0.33673468,1.7575758,0.03448276,0,-1,3,-1,0.7878788,-1,1,0,0,1,0,-1,84,31,34,12,3,-1,13,25,7,7,-1,0,0,7,0,2,-1,0.010204082,0,0,0.058823529,0,-1,10,2,5,1,0,-1,0.674185166,0.801642695,0.76309211,0.87400659,0.579380164,-1,1
0,3,18,4,6,3,3,21,15,2,0,2,0,2,0,0,0,0,0,98,14,77,77,2,2,68,0.78571427,0.6938776,4.857143,0.14285715,5.5,0.8831169,0,-1,6,-1,0.5,0,2,0,1,0,1,0,72,12,39,2,15,0,20,6,7,7,0,0,0,9,0,5,0,0.020408163,0,0.01754386,0.05,NaN,0,19,2,12,3,0,4,0.689357292,0.760709623,0.677015821,0.875577667,0,0.778747365,1
0,3,12,3.3333333,5,5.6666665,3,16,14,7,0,7,0,0,3,0,3,0,0,98,12,79,79,4,3,2,0.8061224,0.020408163,0.16666667,0.12244898,6.5833335,0.025316456,0,-1,5,-1,0.5,-1,21,0,21,0,0,-1,61,10,40,4,3,-1,32,5,6,6,-1,0,0,8,0,4,-1,0.214285714,0,0.295774648,0,0,-1,13,2,8,1,0,-1,0.695552788,0.767547545,0.710407256,1,1,-1,1
0,3,9,7.6666665,17,6.3333335,3,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,6,-1,0.72,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,17,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,11,2,7,0,0,-1,0.660769332,0.838454192,0.718674965,0.898226518,0,-1,1
0,3,9,7.6666665,17,6.3333335,3,22,11,1,0,1,0,0,0,0,0,0,0,98,25,66,66,2,2,2,0.67346936,0.020408163,0.08,0.25510204,2.64,0.030303031,0,-1,6,-1,0.72,-1,3,0,3,0,0,-1,80,23,40,6,7,-1,11,17,11,11,-1,0,0,5,0,4,-1,0.030612245,0,0.051724138,0,NaN,-1,11,2,7,0,0,-1,0.656744491,0.780270758,0.718674965,0.898226518,0,-1,1
0,3,8,6.6666665,14,7.75,3,24,16,0,0,0,0,0,0,0,0,0,0,98,22,69,69,25,3,2,0.70408165,0.020408163,0.09090909,0.2244898,3.1363637,0.028985508,0,-1,3,-1,0.6818182,-1,0,0,0,0,0,-1,85,20,34,24,3,-1,25,14,19,16,-1,0,0,6,0,3,-1,0,0,0,0,0,-1,8,2,3,1,0,-1,0.676066071,0.808833287,0.73167894,0.799372716,1,-1,1
