Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,URL_Type_obf_Type
0,2,6,5.5,9,4.8333335,2,10,5,0,0,0,0,0,0,0,0,0,0,53,12,34,34,28,4,2,0.6415094,0.03773585,0.16666667,0.2264151,2.8333333,0.05882353,0,-1,2,-1,0.8333333,-1,4,0,-1,4,0,-1,40,11,-1,21,4,-1,28,9,9,6,-1,0,0,2,0,4,-1,0.075471698,0,0,0.121212121,0,-1,4,1,-1,1,0,-1,0.768631396,0.860528527,NaN,0.822726856,1,-1,0
31,2,9,5.5,8,13.5,2,22,17,12,0,12,11,0,8,0,8,8,0,114,12,95,95,80,5,37,0.8333333,0.32456142,3.0833333,0.10526316,7.9166665,0.38947368,0,-1,5,-1,0.75,31,23,0,23,0,0,0,77,11,54,3,5,26,40,8,12,12,31,0,1,3,0,4,1,0.201754386,0,0,0.26744186,0,0,10,1,1,6,5,4,0.719590962,0.860528527,0.789690082,0.756548986,0.737413657,0.754686029,0
0,2,9,5.5,9,4,2,13,9,0,0,0,0,0,0,0,0,0,0,63,12,44,44,38,4,2,0.6984127,0.031746034,0.16666667,0.1904762,3.6666667,0.045454547,0,-1,2,-1,0.8333333,-1,6,0,-1,6,0,-1,45,11,-1,26,4,-1,38,9,8,8,-1,0,0,2,0,7,-1,0.095238095,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,0.736740082,0.860528527,-1,-1,-1,-1,0
0,2,19,4.5,6,3.9473684,2,30,14,0,0,0,0,0,0,0,0,0,0,111,10,94,94,2,2,2,0.8468468,0.018018018,0.2,0.09009009,9.4,0.021276595,0,-1,1,-1,0.7,-1,6,0,4,2,0,-1,82,9,6,0,63,-1,77,6,8,8,-1,0,0,5,0,14,-1,0.054054054,0,0.375,0,NaN,-1,6,1,3,0,0,-1,0.653860678,0.879588002,0.84375,0.620532063,0,-1,0
17,2,11,6,9,2.25,2,9,8,0,0,0,0,0,0,0,0,0,0,72,13,52,52,2,2,39,0.7222222,0.5416667,3,0.18055555,4,0.75,0,-1,2,-1,0.7692308,11,6,0,0,0,6,6,50,12,3,3,28,10,43,9,7,7,11,0,3,3,0,4,5,0.083333333,0,0,0.127659574,0.139534884,0.153846154,11,1,1,7,6,5,0.730438363,0.833699597,0.655458754,0.789250158,0.798484232,0.794961812,0
0,2,7,4.5,6,4.428571,2,9,4,2,0,2,0,0,0,0,0,0,0,54,10,37,37,7,3,2,0.6851852,0.037037037,0.2,0.18518518,3.7,0.054054055,0,-1,2,-1,0.7,-1,9,0,3,6,0,-1,35,9,18,1,3,-1,18,6,7,7,-1,0,0,4,0,3,-1,0.166666667,0,0.115384615,0.545454545,0,-1,6,1,2,1,0,-1,0.812190144,0.939794001,0.86691374,0.947442759,1,-1,0
0,2,6,7,11,4.5,2,9,9,0,0,0,0,0,0,0,0,0,0,55,15,33,33,2,2,2,0.6,0.036363635,0.13333334,0.27272728,2.2,0.060606062,0,-1,1,-1,0.8,-1,0,0,-1,0,0,-1,45,14,-1,14,13,-1,16,11,7,6,-1,0,0,3,0,3,-1,0,0,0,0,NaN,-1,4,1,1,0,0,-1,0.720204584,0.89761679,0.760187533,0.962478638,0,-1,0
0,2,9,8,13,5,2,16,9,0,0,0,0,0,0,0,0,0,0,78,17,54,54,2,2,2,0.6923077,0.025641026,0.11764706,0.21794872,3.1764705,0.037037037,0,-1,1,-1,0.8235294,-1,0,0,-1,0,0,-1,65,16,-1,4,41,-1,47,13,10,10,-1,0,0,3,0,6,-1,0,0,0,0,NaN,-1,4,1,1,0,0,-1,0.680202894,0.719230763,0.871049064,0.696021907,0,-1,0
0,2,12,6.5,10,4.4166665,2,17,12,0,0,0,0,0,0,0,0,0,0,85,14,64,64,2,2,2,0.7529412,0.023529412,0.14285715,0.16470589,4.571429,0.03125,0,-1,1,-1,0.78571427,-1,8,0,0,0,8,-1,62,13,4,41,0,-1,49,10,9,9,-1,0,0,4,0,8,-1,0.094117647,0,0,1,NaN,-1,5,1,2,0,0,-1,0.675061823,0.798230986,0.686317518,0.432931647,0,-1,0
0,3,9,2.6666667,3,3.3333333,3,13,6,0,0,0,0,0,0,0,0,0,0,55,10,38,38,2,2,2,0.6909091,0.036363635,0.2,0.18181819,3.8,0.05263158,0,-1,2,-1,0.4,-1,0,0,0,0,0,-1,42,8,5,13,12,-1,16,3,5,5,-1,0,0,4,0,5,-1,0,0,0,0,NaN,-1,6,2,2,0,0,-1,0.699661858,0.819382003,0.815841255,0.849914551,0,-1,0
0,2,10,4.5,6,7,2,14,10,1,0,1,0,0,0,0,0,0,0,96,10,79,79,2,2,2,0.8229167,0.020833334,0.2,0.104166664,7.9,0.025316456,0,-1,1,-1,0.7,-1,30,0,14,16,0,-1,53,9,19,5,16,-1,23,6,16,9,-1,0,0,6,0,4,-1,0.3125,0,-1,-1,-1,-1,7,1,-1,-1,-1,-1,0.75224585,0.939794001,-1,-1,-1,-1,0
0,2,13,3.5,4,3.9230769,2,19,12,0,0,0,0,0,0,0,0,0,0,79,8,64,64,2,2,2,0.8101266,0.025316456,0.25,0.101265825,8,0.03125,0,-1,1,-1,0.625,-1,2,0,-1,0,2,-1,60,7,-1,13,36,-1,48,4,13,13,-1,0,0,3,0,10,-1,0.025316456,0,0,0.041666667,NaN,-1,4,1,1,0,0,-1,0.671938369,0.916666667,0.722461941,0.703504636,0,-1,0
0,2,6,5,7,6,2,13,7,1,1,0,0,0,0,0,0,0,0,59,11,41,41,2,2,2,0.69491524,0.033898305,0.18181819,0.18644068,3.7272727,0.048780486,0,-1,1,-1,0.6363636,-1,1,1,0,0,0,-1,49,9,21,8,7,-1,9,3,9,9,-1,0,0,6,0,0,-1,0.016949153,0.090909091,0,0,NaN,-1,7,1,4,0,0,-1,0.722594787,1,0.734790357,0.898226518,0,-1,0
0,3,16,3,5,4.3125,3,20,14,0,0,0,0,0,0,0,0,0,0,103,11,85,85,2,2,2,0.8252427,0.019417476,0.18181819,0.106796116,7.7272725,0.023529412,0,-1,2,-1,0.54545456,-1,17,0,6,2,9,-1,65,9,0,0,52,-1,72,5,8,8,-1,0,0,5,0,11,-1,0.165048544,0,0.666666667,0.125,NaN,-1,7,2,3,0,0,-1,0.6943338,0.894885518,0.674566563,0.698933104,0,-1,0
0,2,10,3.5,4,4.6,2,19,13,0,0,0,0,0,0,0,0,0,0,70,8,55,55,2,2,2,0.78571427,0.028571429,0.25,0.114285715,6.875,0.036363635,0,-1,1,-1,0.625,-1,0,0,0,0,0,-1,57,7,6,1,39,-1,45,4,10,10,-1,0,0,4,0,6,-1,0,0,0,0,NaN,-1,5,1,2,0,0,-1,0.700725593,0.916666667,0.856863624,0.711151625,0,-1,0
8,2,11,5.5,8,4,2,13,4,0,0,0,0,0,0,0,0,0,0,73,12,54,54,2,2,13,0.739726,0.1780822,1.0833334,0.16438356,4.5,0.24074075,0,-1,1,-1,0.75,8,8,0,0,0,8,8,51,11,13,19,4,0,23,8,9,9,0,0,1,5,0,4,1,0.109589041,0,0,0.571428571,NaN,0.615384615,7,1,3,2,0,1,0.738954588,0.953509509,0.758030482,0.812393189,0,0.792124497,0
0,2,17,3.5,4,4.0588236,2,24,17,0,0,0,0,0,0,0,0,0,0,101,8,86,86,2,2,2,0.85148513,0.01980198,0.25,0.07920792,10.75,0.023255814,0,-1,1,-1,0.625,-1,0,0,-1,0,0,-1,80,7,-1,13,56,-1,70,4,13,13,-1,0,0,3,0,14,-1,0,0,0,0,NaN,-1,4,1,1,0,0,-1,0.625051699,0.916666667,0.722461941,0.630338507,0,-1,0
24,2,8,4,5,2.6666667,2,14,6,1,1,0,0,0,0,0,0,0,0,76,9,60,60,2,2,49,0.7894737,0.6447368,5.4444447,0.118421055,6.6666665,0.81666666,0,-1,2,-1,0.7777778,10,17,3,-1,0,14,14,45,5,-1,5,31,10,53,3,10,10,10,0,4,2,0,1,7,0.223684211,0.333333333,0,0.237288136,0.264150943,0.285714286,12,1,-1,9,8,7,0.777507821,0.859793388,NaN,0.790264956,0.791540096,0.797272903,0
0,2,8,5.5,8,5.125,2,12,8,0,0,0,0,0,0,0,0,0,0,67,12,48,48,2,2,2,0.7164179,0.029850746,0.16666667,0.17910448,4,0.041666668,0,-1,1,-1,0.75,-1,7,0,0,0,7,-1,49,11,28,6,0,-1,22,8,9,9,-1,0,0,5,0,3,-1,0.104477612,0,0,1,NaN,-1,6,1,3,0,0,-1,0.723435308,0.860528527,0.709667011,0.898226518,0,-1,0
0,2,7,8,13,3.4285715,2,9,7,0,0,0,0,0,0,0,0,0,0,54,17,30,30,2,2,2,0.5555556,0.037037037,0.11764706,0.3148148,1.7647059,0.06666667,0,-1,1,-1,0.8235294,-1,0,0,-1,0,0,-1,44,16,-1,3,21,-1,25,13,5,5,-1,0,0,3,0,4,-1,0,0,0,0,NaN,-1,4,1,1,0,0,-1,0.677765154,0.78765934,0.827729377,0.735091818,0,-1,0
19,2,16,4,5,5.076923,2,31,21,0,0,0,0,0,0,0,0,0,0,118,9,102,102,2,2,23,0.86440676,0.19491525,2.5555556,0.076271184,11.333333,0.2254902,0,-1,2,-1,0.6666667,19,6,0,6,0,0,0,93,8,18,38,25,18,44,5,13,13,19,0,1,6,0,8,1,0.050847458,0,0.206896552,0,0,0,10,1,4,3,2,1,0.670111462,0.929896694,0.787947219,0.685897629,0.8253437,0.824449014,0
0,2,7,5,7,4.571429,2,12,8,0,0,0,0,0,0,0,0,0,0,57,11,38,38,2,2,2,0.6666667,0.03508772,0.18181819,0.19298245,3.4545455,0.05263158,0,-1,1,-1,0.72727275,-1,0,0,-1,0,0,-1,47,10,-1,4,28,-1,32,7,9,9,-1,0,0,3,0,4,-1,0,0,0,0,NaN,-1,4,1,1,0,0,-1,0.740119714,1,0.871049064,0.798345859,0,-1,0
0,2,11,7,11,5,2,12,10,7,0,7,0,0,6,0,6,0,0,87,15,65,65,2,2,2,0.74712646,0.022988506,0.13333334,0.1724138,4.3333335,0.03076923,0,-1,1,-1,0.8,-1,20,0,19,0,1,-1,53,14,31,4,0,-1,24,11,7,7,-1,0,0,11,0,0,-1,0.229885057,0,0.296875,1,NaN,-1,12,1,9,0,0,-1,0.687015349,0.89761679,0.704536167,NaN,0,-1,0
0,3,6,2.6666667,3,6.1666665,3,14,10,0,0,0,0,0,0,0,0,0,0,59,10,42,42,9,4,2,0.7118644,0.033898305,0.2,0.16949153,4.2,0.04761905,0,-1,3,-1,0.4,-1,0,0,0,0,0,-1,49,8,24,9,4,-1,10,3,10,10,-1,0,0,5,0,1,-1,0,0,0,0,0,-1,8,2,3,1,0,-1,0.742539784,0.796657624,0.775161014,0.887435914,1,-1,0
0,2,3,4,6,12.333333,2,5,3,9,0,9,0,0,7,0,7,0,0,56,9,40,40,2,2,2,0.71428573,0.035714287,0.22222222,0.16071428,4.4444447,0.05,0,-1,1,-1,0.7777778,-1,20,0,-1,0,20,-1,29,8,-1,5,12,-1,32,6,5,-1,-1,0,0,3,0,0,-1,0.357142857,0,0,0.625,NaN,-1,4,1,1,0,0,-1,0.730994007,0.763230027,0.898226518,0.650785606,0,-1,0
0,2,13,4.5,6,5.3846154,2,24,15,0,0,0,0,0,0,0,0,0,0,100,10,83,83,2,2,2,0.83,0.02,0.2,0.1,8.3,0.024096385,0,-1,1,-1,0.7,-1,5,0,0,5,0,-1,78,9,6,0,59,-1,68,6,10,10,-1,0,0,4,0,9,-1,0.05,0,0.357142857,0,NaN,-1,5,1,2,0,0,-1,0.679941208,0.939794001,0.910795072,0.662805286,0,-1,0
0,2,12,6.5,10,5.25,2,16,8,0,0,0,0,0,0,0,0,0,0,95,14,74,74,2,2,2,0.77894735,0.021052632,0.14285715,0.14736842,5.285714,0.027027028,0,-1,1,-1,0.78571427,-1,15,0,6,2,7,-1,65,13,5,0,43,-1,56,10,14,14,-1,0,0,6,0,6,-1,0.157894737,0,0.444444444,0.125,NaN,-1,7,1,4,0,0,-1,0.703311011,0.835752348,0.76538826,0.721273392,0,-1,0
0,2,16,6,9,4.5,2,22,14,0,0,0,0,0,0,0,0,0,0,108,13,88,88,2,2,2,0.8148148,0.018518519,0.15384616,0.12037037,6.769231,0.022727273,0,-1,1,-1,0.7692308,-1,7,0,4,2,1,-1,81,12,4,0,61,-1,73,9,11,11,-1,0,0,5,0,11,-1,0.064814815,0,0.428571429,0.01369863,NaN,-1,6,1,3,0,0,-1,0.661647028,0.833699597,0.812393189,0.659529161,0,-1,0
0,2,11,5.5,8,5,2,18,12,0,0,0,0,0,0,0,0,0,0,84,12,65,65,2,2,2,0.77380955,0.023809524,0.16666667,0.14285715,5.4166665,0.03076923,0,-1,1,-1,0.75,-1,0,0,-1,0,0,-1,70,11,-1,3,52,-1,60,8,11,11,-1,0,0,3,0,8,-1,0,0,0,0,NaN,-1,4,1,1,0,0,-1,0.684210048,1,0.827729377,0.690847975,0,-1,0
0,2,11,7,11,5,2,12,10,7,0,7,0,0,5,0,5,0,0,87,15,65,65,2,2,2,0.74712646,0.022988506,0.13333334,0.1724138,4.3333335,0.03076923,0,-1,1,-1,0.8,-1,20,0,19,0,1,-1,53,14,31,4,0,-1,24,11,7,7,-1,0,0,11,0,0,-1,0.229885057,0,0.296875,1,NaN,-1,12,1,9,0,0,-1,0.698191548,0.89761679,0.724352939,NaN,0,-1,0
21,2,10,5,8,1.5,2,10,7,0,0,0,0,0,0,0,0,0,0,70,11,52,52,2,2,47,0.74285716,0.67142856,4.2727275,0.15714286,4.7272725,0.90384614,0,-1,1,-1,0.8181818,11,12,0,-1,-1,-1,12,43,10,-1,-1,-1,8,51,8,5,5,9,1,3,2,0,4,5,0.171428571,0,0,0.235294118,NaN,0.255319149,9,1,-1,6,0,5,0.788150815,0.894885518,NaN,0.802900818,0,0.79214172,0
0,2,7,5.5,9,4.714286,2,10,5,0,0,0,0,0,0,0,0,0,0,58,12,39,39,33,4,2,0.67241377,0.03448276,0.16666667,0.20689656,3.25,0.051282052,0,-1,2,-1,0.8333333,-1,5,0,-1,5,0,-1,43,11,-1,24,4,-1,33,9,12,6,-1,0,0,2,0,5,-1,0.086206897,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,0.752729715,0.860528527,-1,-1,-1,-1,0
0,2,7,7.5,12,5.857143,2,14,8,0,0,0,0,0,0,0,0,0,0,70,16,47,47,2,2,2,0.67142856,0.028571429,0.125,0.22857143,2.9375,0.04255319,0,-1,1,-1,0.8125,-1,7,0,-1,0,7,-1,53,15,-1,7,27,-1,38,12,11,9,-1,0,0,3,0,4,-1,0.1,0,0,0.184210526,NaN,-1,4,1,1,0,0,-1,0.735169088,0.9375,0.929896694,0.756649173,0,-1,0
58,2,15,5.5,8,13.5,2,23,19,10,0,10,10,0,5,0,5,5,0,141,12,122,122,111,1,64,0.8652482,0.4539007,5.3333335,0.08510638,10.166667,0.52459013,0,-1,11,-1,0.75,58,32,0,29,2,1,9,89,11,74,0,0,38,40,8,13,13,0,0,1,3,0,10,1,0.226950355,0,0,0.283185841,0.125,0.140625,16,1,1,12,11,10,0.69147343,0.860528527,0.789690082,0.718162331,0.697956743,0.711801327,0
46,2,13,5.5,8,13.5,2,18,13,12,0,12,11,1,6,0,6,6,0,129,12,110,110,96,4,52,0.85271317,0.4031008,4.3333335,0.093023255,9.166667,0.47272727,0,-1,9,-1,0.75,46,34,0,31,3,0,11,77,11,57,1,4,26,40,8,8,8,0,0,1,3,0,8,1,0.263565891,0,0,0.336633663,0.183333333,0.211538462,14,1,1,10,9,8,0.706025587,0.860528527,0.789690082,0.734438783,0.757936801,0.778944896,0
36,2,12,6,9,6.25,2,26,20,3,0,3,0,3,0,0,0,0,0,123,13,103,103,2,2,74,0.83739835,0.60162604,5.6923075,0.10569106,7.923077,0.7184466,0,-1,2,-1,0.7692308,12,21,0,0,0,21,18,83,12,13,10,44,18,77,9,13,13,12,0,5,3,0,3,9,0.170731707,0,0,0.238636364,0.272727273,0.283783784,15,1,1,11,10,9,0.666489137,0.958424899,0.931744527,0.680472942,0.680883204,0.67687093,0
0,3,10,4.3333335,8,5.8,3,25,15,0,0,0,0,0,0,0,0,0,0,89,15,67,67,2,2,2,0.752809,0.02247191,0.13333334,0.16853933,4.4666667,0.029850746,0,-1,2,-1,0.6,-1,0,0,0,0,0,-1,75,13,24,16,18,-1,19,8,12,9,-1,0,0,5,0,5,-1,0,0,0,0,NaN,-1,7,2,3,0,0,-1,0.633611049,0.769470978,0.680135849,0.83261466,0,-1,0
14,2,8,5,7,2.3333333,2,8,4,1,0,1,0,1,0,0,0,0,0,59,11,41,41,2,2,31,0.69491524,0.5254237,2.8181818,0.18644068,3.7272727,0.75609756,0,-1,2,-1,0.72727275,7,5,0,-1,0,5,5,40,10,-1,4,22,9,35,7,5,4,5,0,4,2,0,1,7,0.084745763,0,0,0.125,0.142857143,0.161290323,12,1,-1,9,8,7,0.783927061,0.894885518,NaN,0.829645094,0.824482431,0.83881447,0
0,2,7,5.5,9,4,2,8,6,0,0,0,0,0,0,0,0,0,0,53,12,34,34,28,4,2,0.6415094,0.03773585,0.16666667,0.2264151,2.8333333,0.05882353,0,-1,2,-1,0.8333333,-1,5,0,-1,5,0,-1,38,11,-1,19,4,-1,28,9,7,7,-1,0,0,2,0,5,-1,0.094339623,0,0,0.151515152,0,-1,4,1,-1,1,0,-1,0.764529961,0.860528527,NaN,0.818192044,1,-1,0
0,2,9,3.5,4,5,2,16,13,0,0,0,0,0,0,0,0,0,0,69,8,54,54,2,2,2,0.7826087,0.028985508,0.25,0.11594203,6.75,0.037037037,0,-1,1,-1,0.625,-1,2,0,-1,0,2,-1,54,7,-1,13,30,-1,38,4,13,13,-1,0,0,3,0,6,-1,0.028985507,0,0,0.052631579,NaN,-1,4,1,1,0,0,-1,0.695648232,0.916666667,0.722461941,0.778034369,0,-1,0
0,2,11,7,11,5,2,10,7,5,0,5,0,0,5,0,5,0,0,87,15,65,65,2,2,2,0.74712646,0.022988506,0.13333334,0.1724138,4.3333335,0.03076923,0,-1,1,-1,0.8,-1,23,0,22,0,1,-1,50,14,28,4,0,-1,24,11,7,7,-1,0,0,11,0,0,-1,0.264367816,0,0.34375,1,NaN,-1,12,1,9,0,0,-1,0.699244273,0.89761679,0.722647152,NaN,0,-1,0
0,2,5,4,5,6.2,2,11,6,0,0,0,0,0,0,0,0,0,0,52,9,35,35,2,2,2,0.6730769,0.03846154,0.22222222,0.17307693,3.8888888,0.057142857,0,-1,1,-1,0.7777778,-1,3,3,0,0,0,-1,41,5,11,4,16,-1,17,3,11,11,-1,0,0,4,0,1,-1,0.057692308,0.333333333,0,0,NaN,-1,5,1,2,0,0,-1,0.730485314,0.929896694,0.783307287,0.78765934,0,-1,0
0,2,13,6,9,5.923077,2,28,23,0,0,0,0,0,0,0,0,0,0,110,13,90,90,2,2,2,0.8181818,0.018181818,0.15384616,0.11818182,6.923077,0.022222223,0,-1,1,-1,0.7692308,-1,0,0,-1,0,0,-1,93,12,-1,8,69,-1,79,9,9,9,-1,0,0,3,0,10,-1,0,0,0,0,NaN,-1,4,1,1,0,0,-1,0.638486135,0.916849799,0.879588002,0.644325143,0,-1,0
0,2,8,5,8,3.625,2,6,6,1,0,1,0,0,0,0,0,0,0,54,11,36,36,1,4,2,0.6666667,0.037037037,0.18181819,0.2037037,3.2727273,0.055555556,0,-1,2,-1,0.8181818,-1,4,0,3,1,0,-1,39,10,21,0,4,-1,12,8,8,8,-1,1,0,6,0,2,-1,0.074074074,0,0.1,0.166666667,0,-1,8,1,4,1,0,-1,0.755472966,0.894885518,0.80731499,1,1,-1,0
0,2,5,7,11,5.6,2,4,2,0,0,0,0,0,0,0,0,0,0,54,15,32,32,10,4,2,0.5925926,0.037037037,0.13333334,0.2777778,2.1333334,0.0625,0,-1,2,-1,0.8,-1,18,0,8,10,0,-1,28,14,6,0,4,-1,10,11,6,6,-1,0,0,4,0,1,-1,0.333333333,0,0.470588235,0.666666667,0,-1,6,1,2,1,0,-1,0.785274124,0.931744527,0.83436043,0.863489053,1,-1,0
0,2,6,5.5,8,5,2,9,5,0,0,0,0,0,0,0,0,0,0,54,12,35,35,2,2,2,0.6481481,0.037037037,0.16666667,0.22222222,2.9166667,0.057142857,0,-1,1,-1,0.75,-1,10,0,-1,-1,-1,-1,35,11,-1,-1,-1,-1,34,8,8,8,-1,0,0,2,0,4,-1,0.185185185,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,0.814088983,0.953509509,-1,-1,-1,-1,0
